# m1 = 9.03513450e-01
9.03513450e-21 0.00000000e+00
1.00005250e-20 0.00000000e+00
1.10690659e-20 0.00000000e+00
1.22517789e-20 0.00000000e+00
1.35608630e-20 0.00000000e+00
1.50098207e-20 0.00000000e+00
1.66135973e-20 0.00000000e+00
1.83887351e-20 0.00000000e+00
2.03535436e-20 0.00000000e+00
2.25282890e-20 0.00000000e+00
2.49354027e-20 0.00000000e+00
2.75997127e-20 0.00000000e+00
3.05487003e-20 0.00000000e+00
3.38127828e-20 0.00000000e+00
3.74256275e-20 0.00000000e+00
4.14244993e-20 0.00000000e+00
4.58506444e-20 0.00000000e+00
5.07497164e-20 0.00000000e+00
5.61722469e-20 0.00000000e+00
6.21741666e-20 0.00000000e+00
6.88173823e-20 0.00000000e+00
7.61704156e-20 0.00000000e+00
8.43091094e-20 0.00000000e+00
9.33174103e-20 0.00000000e+00
1.03288235e-19 0.00000000e+00
1.14324426e-19 0.00000000e+00
1.26539818e-19 0.00000000e+00
1.40060407e-19 0.00000000e+00
1.55025650e-19 0.00000000e+00
1.71589906e-19 0.00000000e+00
1.89924028e-19 0.00000000e+00
2.10217123e-19 0.00000000e+00
2.32678505e-19 0.00000000e+00
2.57539852e-19 0.00000000e+00
2.85057596e-19 0.00000000e+00
3.15515569e-19 0.00000000e+00
3.49227931e-19 0.00000000e+00
3.86542407e-19 0.00000000e+00
4.27843879e-19 0.00000000e+00
4.73558351e-19 0.00000000e+00
5.24157345e-19 0.00000000e+00
5.80162765e-19 0.00000000e+00
6.42152280e-19 0.00000000e+00
7.10765280e-19 0.00000000e+00
7.86709476e-19 0.00000000e+00
8.70768195e-19 0.00000000e+00
9.63808460e-19 0.00000000e+00
1.06678994e-18 0.00000000e+00
1.18077483e-18 0.00000000e+00
1.30693884e-18 0.00000000e+00
1.44658328e-18 0.00000000e+00
1.60114851e-18 0.00000000e+00
1.77222881e-18 0.00000000e+00
1.96158878e-18 0.00000000e+00
2.17118158e-18 0.00000000e+00
2.40316905e-18 0.00000000e+00
2.65994403e-18 0.00000000e+00
2.94415502e-18 0.00000000e+00
3.25873354e-18 0.00000000e+00
3.60692429e-18 0.00000000e+00
3.99231870e-18 0.00000000e+00
4.41889192e-18 0.00000000e+00
4.89104384e-18 0.00000000e+00
5.41364449e-18 0.00000000e+00
5.99208422e-18 0.00000000e+00
6.63232936e-18 0.00000000e+00
7.34098373e-18 0.00000000e+00
8.12535674e-18 0.00000000e+00
8.99353883e-18 0.00000000e+00
9.95448486e-18 0.00000000e+00
1.10181065e-17 0.00000000e+00
1.21953745e-17 0.00000000e+00
1.34984319e-17 0.00000000e+00
